"id","bencana_id","nama_desa","tanggal","latitude","longitude"
"1","1","Canganaan","1/1/2017","",""
"2","1","Kedung Primpen","1/1/2017","",""
"3","1","Simbatan","1/1/2017","",""
"4","1","Trejo","1/1/2017","",""
"5","1","Geneng","1/1/2017","",""
"6","1","Meduri","1/1/2017","",""
"7","1","Margomulyo","1/1/2017","",""
"8","1","Kalangan","1/1/2017","",""
"9","1","Prigi","1/1/2017","",""
"10","1","Temu","1/1/2017","",""
"11","1","Kabalan","1/1/2017","",""
